team,season,week,opponent,is_home,total_line,spread_line,team_implied_total,opponent_implied_total,rolling_4wk_avg_sacks_allowed,rolling_4wk_avg_turnovers_committed,sacks,interceptions,fumbles_recovered,defensive_tds,points_allowed,dk_fantasy_points,dk_showdown_captain_points
KC,2023,8,DEN,0,45.5,7.0,19.25,26.25,2.5,1.5,6.0,0.0,2.0,0.0,24.0,10.0,15.0
KC,2023,9,MIA,1,51.0,1.0,25.0,26.0,1.75,1.75,3.0,0.0,1.0,1.0,14.0,12.0,18.0
KC,2023,11,PHI,1,46.0,2.5,21.75,24.25,2.5,2.0,5.0,1.0,0.0,0.0,21.0,7.0,10.5
KC,2023,12,LV,0,42.5,9.0,16.75,25.75,2.75,1.5,1.0,0.0,0.0,0.0,17.0,2.0,3.0
KC,2023,13,GB,0,43.5,5.5,19.0,24.5,2.0,1.0,2.0,0.0,0.0,0.0,27.0,2.0,3.0
KC,2023,14,BUF,1,49.5,2.0,23.75,25.75,0.75,2.0,3.0,1.0,0.0,0.0,20.0,6.0,9.0
KC,2023,15,NE,0,39.5,10.0,14.75,24.75,3.5,1.75,4.0,1.0,0.0,0.0,17.0,7.0,10.5
KC,2023,16,LV,1,40.5,11.0,14.75,25.75,2.0,1.75,2.0,0.0,0.0,0.0,20.0,3.0,4.5
KC,2023,17,CIN,1,46.0,7.5,19.25,26.75,2.5,1.75,6.0,0.0,0.0,0.0,17.0,7.0,10.5
KC,2023,18,LAC,0,35.0,-3.5,19.25,15.75,3.75,2.0,3.0,0.0,1.0,1.0,12.0,15.0,22.5
KC,2023,19,MIA,1,43.5,4.5,19.5,24.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,6.0
KC,2023,20,BUF,0,45.5,-2.5,24.0,21.5,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0
KC,2023,21,BAL,0,44.0,-4.5,24.25,19.75,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,6.0
KC,2023,22,SF,1,47.0,-1.5,24.25,22.75,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0
KC,2024,1,BAL,1,46.0,3.0,21.5,24.5,2.5,1.0,1.0,0.0,1.0,0.0,20.0,4.0,6.0
KC,2024,2,CIN,1,47.5,6.5,20.5,27.0,3.75,1.25,3.0,0.0,1.0,1.0,25.0,11.0,16.5
KC,2024,3,ATL,0,46.0,3.0,21.5,24.5,1.5,2.5,2.0,1.0,0.0,0.0,17.0,5.0,7.5
KC,2024,4,LAC,0,41.5,7.5,17.0,24.5,2.5,0.75,2.0,0.0,0.0,0.0,10.0,6.0,9.0
KC,2024,5,NO,1,43.0,5.5,18.75,24.25,1.0,0.75,1.0,1.0,0.0,0.0,13.0,7.0,10.5
KC,2024,7,SF,0,47.5,-2.5,25.0,22.5,1.0,1.5,1.0,3.0,0.0,0.0,18.0,8.0,12.0
KC,2024,8,LV,0,42.0,9.0,16.5,25.5,2.0,2.75,5.0,0.0,1.0,0.0,20.0,8.0,12.0
KC,2024,9,TB,1,45.5,9.0,18.25,27.25,1.25,2.25,2.0,0.0,0.0,0.0,24.0,2.0,3.0
KC,2024,10,DEN,1,42.5,7.5,17.5,25.0,2.0,1.5,2.0,0.0,0.0,0.0,14.0,3.0,4.5
KC,2024,11,BUF,0,46.5,-2.5,24.5,22.0,1.25,1.25,0.0,1.0,0.0,0.0,30.0,1.0,1.5
KC,2024,12,CAR,0,43.0,11.0,16.0,27.0,1.5,1.5,2.0,0.0,0.0,0.0,27.0,2.0,3.0
KC,2024,13,LV,1,42.0,13.5,14.25,27.75,4.5,1.5,3.0,0.0,1.0,0.0,17.0,6.0,9.0
KC,2024,14,LAC,1,43.5,5.0,19.25,24.25,2.75,0.5,3.0,0.0,0.0,0.0,17.0,4.0,6.0
KC,2024,15,CLE,0,41.5,4.5,18.5,23.0,2.5,2.0,5.0,4.0,1.0,0.0,7.0,19.0,28.5
KC,2024,16,HOU,1,42.5,3.5,19.5,23.0,2.75,1.25,2.0,2.0,0.0,0.0,19.0,7.0,10.5
KC,2024,17,PIT,0,43.5,3.0,20.25,23.25,2.0,1.75,5.0,1.0,1.0,0.0,10.0,13.0,19.5
KC,2024,18,DEN,0,40.5,-10.5,25.5,15.0,1.25,1.5,0.0,0.0,0.0,0.0,38.0,-4.0,-6.0
KC,2024,20,HOU,1,41.5,9.5,16.0,25.5,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,1.5
KC,2024,21,BUF,1,49.5,1.5,24.0,25.5,0.0,0.0,0.0,0.0,0.0,0.0,29.0,-1.0,-1.5
KC,2024,22,PHI,0,48.5,1.5,23.5,25.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,-4.0,-6.0
LA,2020,1,DAL,1,52.0,1.0,25.5,26.5,0.0,0.0,3.0,0.0,0.0,0.0,17.0,4.0,6.0
LA,2020,2,PHI,0,46.0,-2.0,24.0,22.0,8.0,3.0,0.0,2.0,2.0,0.0,19.0,9.0,13.5
LA,2020,3,BUF,0,46.5,-1.5,24.0,22.5,2.0,1.5,4.0,1.0,1.0,0.0,35.0,4.0,6.0
LA,2020,4,NYG,1,49.5,13.5,18.0,31.5,3.0,2.6666666666666665,5.0,1.0,0.0,0.0,9.0,11.0,16.5
LA,2020,5,WAS,0,45.0,7.0,19.0,26.0,3.25,1.75,8.0,0.0,0.0,0.0,10.0,12.0,18.0
LA,2020,6,SF,0,51.0,2.0,24.5,26.5,3.75,1.75,0.0,0.0,0.0,0.0,24.0,0.0,0.0
LA,2020,7,CHI,1,44.0,6.5,18.75,25.25,1.5,1.25,4.0,2.0,0.0,0.0,10.0,12.0,18.0
LA,2020,8,MIA,0,46.5,3.5,21.5,25.0,1.5,1.0,1.0,0.0,2.0,0.0,28.0,4.0,6.0
LA,2020,10,SEA,1,55.0,3.0,26.0,29.0,3.25,2.0,6.0,2.0,1.0,0.0,16.0,13.0,19.5
LA,2020,11,TB,0,47.5,-4.0,25.75,21.75,1.5,1.25,1.0,2.0,0.0,0.0,24.0,5.0,7.5
LA,2020,12,SF,1,44.5,5.0,19.75,24.75,1.75,2.25,2.0,1.0,2.0,1.0,23.0,14.0,21.0
LA,2020,13,ARI,0,49.0,2.5,23.25,25.75,2.25,1.0,2.0,1.0,2.0,1.0,28.0,13.0,19.5
LA,2020,14,NE,1,43.5,5.0,19.25,24.25,1.75,0.5,6.0,1.0,0.0,1.0,3.0,21.0,31.5
LA,2020,15,NYJ,1,44.5,17.5,13.5,31.0,2.5,1.75,2.0,0.0,0.0,0.0,23.0,2.0,3.0
LA,2020,16,SEA,0,48.0,-1.5,24.75,23.25,2.0,1.0,5.0,0.0,0.0,0.0,20.0,6.0,9.0
LA,2020,17,ARI,1,42.0,1.0,20.5,21.5,1.75,2.0,4.0,1.0,0.0,1.0,7.0,16.0,24.0
LA,2020,18,SEA,0,42.0,-3.0,22.5,19.5,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1.0,1.5
LA,2020,19,GB,0,45.0,-7.0,26.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,-1.0,-1.5
LA,2021,1,CHI,1,46.0,9.5,18.25,27.75,1.5,1.5,3.0,1.0,1.0,0.0,14.0,8.0,12.0
LA,2021,2,IND,0,48.0,4.0,22.0,26.0,2.25,1.0,3.0,2.0,0.0,0.0,24.0,7.0,10.5
LA,2021,3,TB,1,55.0,-1.0,28.0,27.0,1.5,1.5,3.0,0.0,0.0,0.0,24.0,3.0,4.5
LA,2021,4,ARI,1,53.5,3.5,25.0,28.5,2.25,1.25,3.0,0.0,0.0,0.0,37.0,-1.0,-1.5
LA,2021,5,SEA,0,53.5,2.5,25.5,28.0,2.75,0.25,2.0,2.0,0.0,0.0,17.0,7.0,10.5
LA,2021,6,NYG,0,49.5,7.5,21.0,28.5,1.5,1.0,4.0,3.0,1.0,0.0,11.0,16.0,24.0
LA,2021,7,DET,1,51.0,17.0,17.0,34.0,2.75,1.25,2.0,2.0,0.0,0.0,19.0,7.0,10.5
LA,2021,8,HOU,0,47.0,17.0,15.0,32.0,2.5,2.5,5.0,1.0,0.0,0.0,22.0,7.0,10.5
LA,2021,9,TEN,1,53.5,7.0,23.25,30.25,1.75,1.25,3.0,1.0,0.0,0.0,28.0,4.0,6.0
LA,2021,10,SF,0,50.0,3.5,23.25,26.75,2.25,2.0,1.0,0.0,0.0,0.0,31.0,0.0,0.0
LA,2021,12,GB,0,47.0,2.0,22.5,24.5,1.25,0.75,1.0,0.0,1.0,0.0,36.0,-1.0,-1.5
LA,2021,13,JAX,1,48.0,14.0,17.0,31.0,2.25,1.25,2.0,0.0,2.0,0.0,7.0,10.0,15.0
LA,2021,14,ARI,0,51.0,-3.0,27.0,24.0,2.25,0.5,4.0,2.0,0.0,0.0,23.0,8.0,12.0
LA,2021,15,SEA,1,47.0,7.5,19.75,27.25,2.5,1.0,3.0,1.0,0.0,0.0,10.0,9.0,13.5
LA,2021,16,MIN,0,48.5,3.5,22.5,26.0,2.0,1.75,3.0,1.0,0.0,1.0,23.0,11.0,16.5
LA,2021,17,BAL,0,47.0,7.0,20.0,27.0,3.25,1.0,5.0,1.0,1.0,0.0,19.0,10.0,15.0
LA,2021,18,SF,1,46.5,3.0,21.75,24.75,2.0,1.5,3.0,2.0,0.0,0.0,27.0,7.0,10.5
LA,2021,19,ARI,1,49.5,4.0,22.75,26.75,0.0,0.0,0.0,0.0,0.0,0.0,11.0,4.0,6.0
LA,2021,20,TB,0,48.0,-2.5,25.25,22.75,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0
LA,2021,21,SF,1,45.5,3.5,21.0,24.5,0.0,0.0,0.0,0.0,0.0,0.0,17.0,1.0,1.5
LA,2021,22,CIN,0,48.5,4.5,22.0,26.5,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1.0,1.5
LA,2022,1,BUF,1,51.5,-1.0,26.25,25.25,1.25,1.0,2.0,2.0,2.0,0.0,31.0,9.0,13.5
LA,2022,2,ATL,1,46.5,10.5,18.0,28.5,2.75,1.75,3.0,2.0,1.0,0.0,27.0,9.0,13.5
LA,2022,3,ARI,0,49.0,3.5,22.75,26.25,2.5,0.5,2.0,0.0,0.0,0.0,12.0,6.0,9.0
LA,2022,4,SF,0,42.0,-1.0,21.5,20.5,2.5,2.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0
LA,2022,5,DAL,1,42.0,5.5,18.25,23.75,1.5,0.5,3.0,0.0,0.0,0.0,22.0,3.0,4.5
LA,2022,6,CAR,1,41.5,10.0,15.75,25.75,3.25,1.5,2.0,1.0,0.0,0.0,10.0,8.0,12.0
LA,2022,8,SF,1,42.0,-1.0,21.5,20.5,1.75,2.0,3.0,0.0,0.0,0.0,31.0,2.0,3.0
LA,2022,9,TB,0,43.0,-3.0,23.0,20.0,1.5,0.0,1.0,0.0,0.0,0.0,16.0,2.0,3.0
LA,2022,10,ARI,1,38.0,3.5,17.25,20.75,4.25,1.25,2.0,0.0,0.0,0.0,27.0,2.0,3.0
LA,2022,11,NO,0,39.5,-2.5,21.0,18.5,1.5,1.5,4.0,0.0,0.0,0.0,27.0,4.0,6.0
LA,2022,12,KC,0,42.0,-16.5,29.25,12.75,1.5,1.5,0.0,1.0,0.0,0.0,26.0,2.0,3.0
LA,2022,13,SEA,1,41.0,-7.0,24.0,17.0,2.75,1.75,4.0,1.0,1.0,0.0,27.0,8.0,12.0
LA,2022,14,LV,1,42.5,-6.5,24.5,18.0,1.0,1.0,0.0,2.0,0.0,0.0,16.0,5.0,7.5
LA,2022,15,GB,0,39.5,-8.0,23.75,15.75,1.5,0.75,3.0,1.0,1.0,0.0,24.0,7.0,10.5
LA,2022,16,DEN,1,36.5,-3.0,19.75,16.75,4.5,1.75,6.0,4.0,0.0,1.0,14.0,21.0,31.5
LA,2022,17,LAC,0,41.5,-6.5,24.0,17.5,4.0,1.25,0.0,0.0,0.0,0.0,31.0,-1.0,-1.5
LA,2022,18,SEA,0,41.5,-5.5,23.5,18.0,3.0,1.0,3.0,2.0,0.0,0.0,19.0,8.0,12.0
LA,2023,1,SEA,0,45.0,-4.5,24.75,20.25,3.0,1.0,2.0,0.0,0.0,0.0,13.0,6.0,9.0
LA,2023,2,SF,1,45.0,-7.5,26.25,18.75,2.5,0.75,1.0,0.0,0.0,0.0,30.0,0.0,0.0
LA,2023,3,CIN,0,45.5,-3.0,24.25,21.25,1.75,1.25,2.0,1.0,0.0,0.0,19.0,5.0,7.5
LA,2023,4,IND,0,44.5,1.0,21.75,22.75,2.75,1.5,2.0,0.0,1.0,0.0,23.0,4.0,6.0
LA,2023,5,PHI,1,50.5,-3.5,27.0,23.5,2.75,1.25,1.0,1.0,0.0,0.0,23.0,3.0,4.5
LA,2023,6,ARI,1,48.0,7.0,20.5,27.5,1.5,0.75,2.0,1.0,2.0,0.0,9.0,12.0,18.0
LA,2023,7,PIT,1,44.0,3.5,20.25,23.75,2.25,0.75,2.0,0.0,0.0,0.0,24.0,2.0,3.0
LA,2023,8,DAL,0,44.5,-6.5,25.5,19.0,3.5,1.25,3.0,1.0,0.0,0.0,43.0,1.0,1.5
LA,2023,9,GB,0,38.0,-3.5,20.75,17.25,2.75,1.75,4.0,0.0,2.0,0.0,20.0,9.0,13.5
LA,2023,11,SEA,1,45.0,2.5,21.25,23.75,2.0,1.5,2.0,1.0,0.0,0.0,16.0,5.0,7.5
LA,2023,12,ARI,0,45.0,3.0,21.0,24.0,3.5,1.75,4.0,0.0,0.0,0.0,14.0,5.0,7.5
LA,2023,13,CLE,1,39.5,3.5,18.0,21.5,2.5,1.25,2.0,1.0,0.0,0.0,19.0,5.0,7.5
LA,2023,14,BAL,0,42.0,-7.5,24.75,17.25,2.25,1.25,2.0,1.0,0.0,0.0,37.0,0.0,0.0
LA,2023,15,WAS,1,48.5,6.5,21.0,27.5,3.5,2.25,1.0,1.0,0.0,0.0,20.0,4.0,6.0
LA,2023,16,NO,1,45.5,4.0,20.75,24.75,1.25,1.25,2.0,1.0,0.0,0.0,22.0,4.0,6.0
LA,2023,17,NYG,0,43.5,6.0,18.75,24.75,3.5,1.0,6.0,1.0,0.0,0.0,25.0,8.0,12.0
LA,2023,18,SF,0,40.0,-5.5,22.75,17.25,2.0,1.75,3.0,0.0,1.0,0.0,20.0,6.0,9.0
LA,2023,19,DET,0,52.5,-3.5,28.0,24.5,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0
LA,2024,1,DET,0,54.0,-5.0,29.5,24.5,1.25,0.75,2.0,1.0,0.0,0.0,26.0,4.0,6.0
LA,2024,2,ARI,0,47.5,1.0,23.25,24.25,2.0,0.5,1.0,0.0,1.0,0.0,41.0,-1.0,-1.5
LA,2024,3,SF,1,44.5,-6.0,25.25,19.25,3.25,0.75,1.0,0.0,1.0,0.0,24.0,3.0,4.5
LA,2024,4,CHI,0,40.0,-3.0,21.5,18.5,4.5,1.5,3.0,0.0,0.0,0.0,24.0,3.0,4.5
LA,2024,5,GB,1,49.5,-3.0,26.25,23.25,1.5,1.75,2.0,1.0,0.0,1.0,24.0,10.0,15.0
LA,2024,7,LV,1,43.0,7.0,18.0,25.0,2.25,2.0,2.0,3.0,1.0,1.0,15.0,17.0,25.5
LA,2024,8,MIN,1,47.5,-3.0,25.25,22.25,3.5,1.25,3.0,0.0,0.0,0.0,20.0,4.0,6.0
LA,2024,9,SEA,0,48.5,1.5,23.5,25.0,2.5,1.25,7.0,3.0,0.0,1.0,20.0,20.0,30.0
LA,2024,10,MIA,1,49.5,2.5,23.5,26.0,1.75,1.25,3.0,1.0,1.0,0.0,23.0,7.0,10.5
LA,2024,11,NE,0,42.5,4.0,19.25,23.25,2.25,1.0,3.0,1.0,1.0,0.0,22.0,7.0,10.5
LA,2024,12,PHI,1,49.0,-3.0,26.0,23.0,2.5,1.0,1.0,0.0,0.0,0.0,37.0,-3.0,-4.5
LA,2024,13,NO,0,48.5,2.5,23.0,25.5,1.75,0.5,0.0,0.0,0.0,0.0,14.0,1.0,1.5
LA,2024,14,BUF,1,49.5,-3.5,26.5,23.0,0.75,1.0,0.0,0.0,0.0,1.0,42.0,2.0,3.0
LA,2024,15,SF,0,48.5,-3.0,25.75,22.75,1.75,2.0,3.0,1.0,0.0,0.0,6.0,12.0,18.0
LA,2024,16,NYJ,0,47.0,3.0,22.0,25.0,2.25,0.5,1.0,0.0,1.0,0.0,9.0,7.0,10.5
LA,2024,17,ARI,1,48.0,6.5,20.75,27.25,1.5,1.5,4.0,2.0,0.0,0.0,9.0,12.0,18.0
LA,2024,18,SEA,1,38.5,-7.5,23.0,15.5,3.0,1.25,2.0,0.0,0.0,0.0,30.0,1.0,1.5
LA,2024,19,MIN,1,47.5,-2.5,25.0,22.5,0.0,0.0,0.0,0.0,0.0,0.0,9.0,4.0,6.0
LA,2024,20,PHI,0,43.5,-7.0,25.25,18.25,0.0,0.0,0.0,0.0,0.0,0.0,28.0,-1.0,-1.5
LAC,2020,1,CIN,0,41.5,2.5,19.5,22.0,0.0,0.0,3.0,1.0,1.0,0.0,13.0,11.0,16.5
LAC,2020,2,KC,1,47.0,-8.5,27.75,19.25,1.0,0.0,1.0,0.0,0.0,0.0,23.0,1.0,1.5
LAC,2020,3,CAR,1,43.5,6.0,18.75,24.75,3.0,2.0,2.0,0.0,0.0,0.0,21.0,2.0,3.0
LAC,2020,4,TB,0,42.5,-7.5,25.0,17.5,1.6666666666666667,1.6666666666666667,0.0,1.0,0.0,1.0,38.0,4.0,6.0
LAC,2020,5,NO,0,49.5,-7.0,28.25,21.25,1.25,0.75,2.0,1.0,0.0,0.0,30.0,3.0,4.5
LAC,2020,7,JAX,1,48.0,8.0,20.0,28.0,3.0,1.75,5.0,0.0,1.0,0.0,29.0,6.0,9.0
LAC,2020,8,DEN,0,44.5,3.0,20.75,23.75,2.75,2.75,2.0,1.0,0.0,0.0,31.0,3.0,4.5
LAC,2020,9,LV,1,52.5,-1.0,26.75,25.75,2.0,1.0,1.0,0.0,2.0,0.0,31.0,4.0,6.0
LAC,2020,10,MIA,0,48.5,-1.0,24.75,23.75,2.0,1.0,0.0,0.0,1.0,0.0,29.0,1.0,1.5
LAC,2020,11,NYJ,1,47.0,10.0,18.5,28.5,2.75,1.25,1.0,1.0,0.0,1.0,28.0,8.0,12.0
LAC,2020,12,BUF,0,51.0,-4.5,27.75,23.25,2.5,1.0,3.0,1.0,2.0,0.0,27.0,9.0,13.5
LAC,2020,13,NE,1,47.0,2.5,22.25,24.75,1.5,0.5,1.0,0.0,0.0,0.0,45.0,-3.0,-4.5
LAC,2020,14,ATL,1,49.0,1.0,24.0,25.0,3.5,1.25,2.0,3.0,0.0,0.0,17.0,9.0,13.5
LAC,2020,15,LV,0,52.0,-3.5,27.75,24.25,1.75,2.75,1.0,1.0,0.0,0.0,27.0,3.0,4.5
LAC,2020,16,DEN,1,47.5,2.5,22.5,25.0,1.25,2.0,2.0,2.0,0.0,0.0,16.0,7.0,10.5
LAC,2020,17,KC,0,43.0,7.0,18.0,25.0,2.0,1.75,1.0,0.0,0.0,0.0,21.0,1.0,1.5
LAC,2021,1,WAS,0,45.5,-2.5,24.0,21.5,3.0,2.0,1.0,0.0,1.0,0.0,16.0,4.0,6.0
LAC,2021,2,DAL,1,55.0,3.0,26.0,29.0,2.75,1.0,2.0,1.0,0.0,0.0,20.0,5.0,7.5
LAC,2021,3,KC,0,55.0,-6.5,30.75,24.25,0.75,1.0,2.0,2.0,2.0,0.0,24.0,10.0,15.0
LAC,2021,4,LV,1,52.0,3.0,24.5,27.5,2.75,1.5,4.0,1.0,0.0,0.0,14.0,7.0,10.5
LAC,2021,5,CLE,1,46.5,2.5,22.0,24.5,3.0,1.25,1.0,0.0,0.0,0.0,42.0,-3.0,-4.5
LAC,2021,6,BAL,0,50.5,-3.0,26.75,23.75,2.5,1.0,3.0,2.0,0.0,0.0,34.0,6.0,9.0
LAC,2021,8,NE,1,50.5,3.5,23.5,27.0,2.0,1.5,1.0,0.0,1.0,0.0,27.0,3.0,4.5
LAC,2021,9,PHI,0,49.5,1.0,24.25,25.25,1.5,1.25,1.0,0.0,0.0,0.0,24.0,1.0,1.5
LAC,2021,10,MIN,1,53.5,3.0,25.25,28.25,0.75,0.75,2.0,0.0,1.0,0.0,27.0,4.0,6.0
LAC,2021,11,PIT,1,47.5,5.5,21.0,26.5,1.75,1.0,3.0,0.0,0.0,0.0,37.0,-1.0,-1.5
LAC,2021,12,DEN,0,47.5,2.5,22.5,25.0,2.75,1.0,1.0,1.0,0.0,0.0,28.0,2.0,3.0
LAC,2021,13,CIN,0,49.5,-2.5,26.0,23.5,3.25,1.5,6.0,2.0,2.0,1.0,22.0,20.0,30.0
LAC,2021,14,NYG,1,44.0,9.5,17.25,26.75,2.25,1.25,2.0,1.0,1.0,0.0,21.0,6.0,9.0
LAC,2021,15,KC,1,54.0,-3.0,28.5,25.5,1.75,1.0,1.0,1.0,1.0,0.0,34.0,4.0,6.0
LAC,2021,16,HOU,0,46.0,13.5,16.25,29.75,3.0,1.0,1.0,0.0,0.0,0.0,41.0,-3.0,-4.5
LAC,2021,17,DEN,1,45.5,8.0,18.75,26.75,1.75,0.75,1.0,0.0,0.0,0.0,13.0,5.0,7.5
LAC,2021,18,LV,0,48.0,3.5,22.25,25.75,2.5,3.0,3.0,0.0,1.0,0.0,35.0,1.0,1.5
LAC,2022,1,LV,1,52.5,3.5,24.5,28.0,2.25,2.0,6.0,3.0,0.0,0.0,19.0,13.0,19.5
LAC,2022,2,KC,0,52.5,-4.0,28.25,24.25,0.75,0.25,1.0,0.0,0.0,0.0,27.0,1.0,1.5
LAC,2022,3,JAX,1,46.0,6.5,19.75,26.25,1.25,1.0,0.0,0.0,0.0,0.0,38.0,-4.0,-6.0
LAC,2022,4,HOU,0,45.0,5.5,19.75,25.25,2.25,0.75,4.0,2.0,0.0,0.0,24.0,8.0,12.0
LAC,2022,5,CLE,0,47.0,1.0,23.0,24.0,1.25,0.75,0.0,1.0,0.0,0.0,28.0,1.0,1.5
LAC,2022,6,DEN,1,45.5,3.5,21.0,24.5,3.5,1.0,4.0,0.0,0.0,0.0,16.0,5.0,7.5
LAC,2022,7,SEA,1,51.5,5.5,23.0,28.5,2.5,0.75,2.0,1.0,1.0,0.0,37.0,2.0,3.0
LAC,2022,9,ATL,0,49.5,2.5,23.5,26.0,3.0,0.5,2.0,0.0,1.0,0.0,17.0,5.0,7.5
LAC,2022,10,SF,0,45.5,-8.5,27.0,18.5,2.5,2.0,1.0,0.0,1.0,0.0,22.0,3.0,4.5
LAC,2022,11,KC,1,52.5,-5.5,29.0,23.5,2.0,1.75,1.0,0.0,1.0,0.0,30.0,2.0,3.0
LAC,2022,12,ARI,0,48.5,2.5,23.0,25.5,3.5,1.25,1.0,1.0,1.0,0.0,24.0,5.0,7.5
LAC,2022,13,LV,0,49.0,-2.5,25.75,23.25,1.5,0.75,0.0,1.0,1.0,1.0,27.0,10.0,15.0
LAC,2022,14,MIA,1,54.5,-3.0,28.75,25.75,2.25,1.25,2.0,0.0,0.0,0.0,17.0,3.0,4.5
LAC,2022,15,TEN,1,46.5,3.0,21.75,24.75,3.5,1.25,4.0,1.0,0.0,0.0,14.0,7.0,10.5
LAC,2022,16,IND,0,44.5,3.5,20.5,24.0,3.25,2.25,7.0,3.0,0.0,0.0,3.0,20.0,30.0
LAC,2022,17,LA,1,41.5,6.5,17.5,24.0,3.25,1.0,3.0,0.0,1.0,0.0,10.0,9.0,13.5
LAC,2022,18,DEN,0,38.5,-6.0,22.25,16.25,5.75,2.75,2.0,1.0,0.0,0.0,31.0,3.0,4.5
LAC,2022,19,JAX,0,46.5,2.0,22.25,24.25,0.0,0.0,0.0,0.0,0.0,0.0,31.0,-1.0,-1.5
LAC,2023,1,MIA,1,50.5,3.0,23.75,26.75,1.75,1.5,0.0,1.0,1.0,0.0,36.0,0.0,0.0
LAC,2023,2,TEN,0,45.5,2.5,21.5,24.0,3.25,2.5,5.0,0.0,0.0,0.0,27.0,5.0,7.5
LAC,2023,3,MIN,0,54.0,-1.0,27.5,26.5,1.5,3.0,4.0,1.0,1.0,0.0,24.0,8.0,12.0
LAC,2023,4,LV,1,49.0,7.0,21.0,28.0,2.5,2.25,7.0,1.0,2.0,0.0,17.0,14.0,21.0
LAC,2023,6,DAL,1,49.5,-1.5,25.5,24.0,2.5,1.25,5.0,0.0,0.0,0.0,20.0,6.0,9.0
LAC,2023,7,KC,0,48.5,-5.5,27.0,21.5,1.25,1.25,1.0,1.0,1.0,0.0,31.0,4.0,6.0
LAC,2023,8,CHI,1,46.0,9.5,18.25,27.75,3.5,1.25,1.0,2.0,0.0,0.0,13.0,9.0,13.5
LAC,2023,9,NYJ,0,41.0,3.0,19.0,22.0,3.75,1.25,8.0,0.0,3.0,1.0,6.0,27.0,40.5
LAC,2023,10,DET,1,48.5,-2.5,25.5,23.0,2.75,1.0,0.0,0.0,0.0,0.0,41.0,-4.0,-6.0
LAC,2023,11,GB,0,44.0,3.0,20.5,23.5,2.25,1.5,3.0,0.0,0.0,0.0,23.0,3.0,4.5
LAC,2023,12,BAL,1,49.0,-3.0,26.0,23.0,2.75,1.25,2.0,0.0,0.0,0.0,20.0,3.0,4.5
LAC,2023,13,NE,0,38.5,4.5,17.0,21.5,2.5,1.75,5.0,0.0,1.0,0.0,0.0,17.0,25.5
LAC,2023,14,DEN,1,45.0,3.0,21.0,24.0,2.5,1.25,2.0,1.0,0.0,0.0,24.0,4.0,6.0
LAC,2023,15,LV,0,36.0,-3.0,19.5,16.5,2.5,2.0,1.0,0.0,1.0,0.0,63.0,-1.0,-1.5
LAC,2023,16,BUF,1,44.5,-13.0,28.75,15.75,1.5,0.75,1.0,1.0,1.0,0.0,24.0,5.0,7.5
LAC,2023,17,DEN,0,39.5,-3.5,21.5,18.0,3.0,1.75,2.0,0.0,0.0,0.0,16.0,3.0,4.5
LAC,2023,18,KC,1,35.0,3.5,15.75,19.25,2.5,1.75,1.0,1.0,0.0,0.0,13.0,7.0,10.5
LAC,2024,1,LV,1,41.0,3.0,19.0,22.0,2.0,0.25,4.0,1.0,2.0,0.0,10.0,14.0,21.0
LAC,2024,2,CAR,0,39.0,5.0,17.0,22.0,3.75,1.75,2.0,1.0,0.0,0.0,3.0,11.0,16.5
LAC,2024,3,PIT,0,36.0,-3.0,19.5,16.5,2.0,0.5,2.0,1.0,0.0,0.0,20.0,5.0,7.5
LAC,2024,4,KC,1,41.5,-7.5,24.5,17.0,1.25,1.5,3.0,1.0,1.0,0.0,17.0,8.0,12.0
LAC,2024,6,DEN,0,37.0,3.0,17.0,20.0,1.25,1.0,2.0,1.0,1.0,0.0,16.0,7.0,10.5
LAC,2024,7,ARI,0,44.0,1.0,21.5,22.5,1.5,1.5,0.0,1.0,1.0,0.0,17.0,5.0,7.5
LAC,2024,8,NO,1,41.5,7.0,17.25,24.25,3.25,1.75,5.0,0.0,0.0,0.0,8.0,9.0,13.5
LAC,2024,9,CLE,0,42.5,2.0,20.25,22.25,4.5,1.0,6.0,3.0,0.0,0.0,10.0,16.0,24.0
LAC,2024,10,TEN,1,40.0,8.0,16.0,24.0,1.25,2.0,7.0,0.0,0.0,0.0,17.0,8.0,12.0
LAC,2024,11,CIN,1,48.0,1.0,23.5,24.5,2.0,1.0,3.0,0.0,0.0,0.0,27.0,3.0,4.5
LAC,2024,12,BAL,1,51.0,-3.0,27.0,24.0,1.5,0.75,1.0,0.0,0.0,0.0,30.0,0.0,0.0
LAC,2024,13,ATL,0,47.0,1.0,23.0,24.0,2.75,0.75,1.0,4.0,0.0,1.0,13.0,19.0,28.5
LAC,2024,14,KC,0,43.5,-5.0,24.25,19.25,4.0,0.5,3.0,0.0,0.0,0.0,19.0,4.0,6.0
